Ext ID,Museum,Sampling date,Catalogue/accession,Species,Collection notes,Sex,Age,Year,Country,Region,Locality,Oral health,Appearance,Sampling comments,Ext Date,Sample weight (g),Pigmented_extract,Qubit concentration (ng/ul),LP date,Extract vol used,LP copies ,Ind date,LP vol used,Ind cycles,Ind copies,Pool,Pooled volume (ul)
DM_002,Adametz collection,20230217,A 284,Sus domesticus,Sus s. f. domestica; Schweinekreunzungen ,male,,<1940,,,,,orange and brown,,20230627,0.016,FALSE,20.8,20230629,20,1.81E+08,20230906,12,11,4.57E+10,Pool A,3
DM_003,Adametz collection,20230217,E 1042 (large tusks),Sus scrofa,Sardinischen Wildschwein aus Schönbrunn 32 ,male?,,<1940,,,,,huge white plaques,large chunks fell off eaisly. Too much?,20230627,0.019,FALSE,13.2,20230629,20,4.53E+08,20230720,12,10,1.10E+11,Pool A,2
DM_004,Adametz collection,20230217,E 1042 (no tusks),Sus scrofa,Sardinischen Wildschwein aus Schönbrunn 32 ,female?,,<1940,,,,,,,20230627,0.029,FALSE,29.4,20230629,20,4.47E+08,20230720,12,10,7.90E+10,Pool A,3
DM_005,Adametz collection,20230217,E 757,Sus domesticus,Englisches Zuchtschwein ,,,<1940,,,,,,,20230627,0.021,FALSE,30.4,20230629,20,4.82E+08,20230906,12,11,3.64E+10,Pool B,2
DM_006,Adametz collection,20230217,209 (large tusks),Sus scrofa,Europe wildschwein  ,male,,<1940,,,,,large white plaques,large chunks fell off easily,20230627,0.016,FALSE,16.8,20230629,20,1.45E+08,20230720,12,10,3.52E+10,Pool B,2
DM_007,Adametz collection,20230217,E 209 (no tusks),Sus scrofa, ,female?,,<1940,,,,,,maybe not enough,20230627,0.012,FALSE,1.37,20230629,20,7.59E+07,20230906,12,11,1.80E+10,Pool B,3
DM_008,Adametz collection,20230217,E 754,Sus domesticus,"Galizien, Landschw. ",,,<1940,Poland or Ukraine?,Galicia,,,white,,20230627,0.019,FALSE,8.22,20230629,20,7.27E+07,20230906,12,11,1.48E+10,Pool B,3
DM_009,Adametz collection,20230217,1064,Ovis aries,Soay Sheep; Hebriden ,,,<1940,,,,,large plaques,,20230627,0.024,FALSE,15.4,20230629,20,7.61E+07,20230720,12,10,4.87E+10,Pool A,3
DM_010,Adametz collection,20230217,E 209 (male),Sus scrofa,Wildschwein E 209  ,male,,<1940,,,,,large plaques,,20230627,0.013,FALSE,7.25,20230629,20,2.94E+08,20230720,12,10,2.91E+10,Pool B,3
DM_011,Adametz collection,20230217,E 610,Sus scrofa,Bosn. Wildsch. Eber 1911 ,,,1911,,,,,,,20230627,0.02,FALSE,12,20230629,20,5.52E+07,20230720,12,10,4.21E+09,Pool C,4
DM_012,Adametz collection,20230217,15 E761 73,Sus scrofa,C ,female,,<1940,,,,,,,20230627,0.008,FALSE,2.08,20230629,20,1.91E+08,20230906,12,11,6.32E+10,Pool A,3
DM_013,Adametz collection,20230217,E 374,Sus domesticus,Polnisches Landschwein ,,,<1940,Poland?,,,,,,20230627,0.015,FALSE,14.2,20230629,20,1.12E+08,20230906,12,11,2.35E+10,Pool B,3
DM_014,Adametz collection,20230217,E 522,Sus domesticus,"Siska-Schwein; kroatische Landrasse (augestorben) Adametz-Smgl., Inv.Nr. E 522, weibl. juv. ",female,,<1940,,,,,,,20230816,0.006,FALSE,5.94,20230824,20,1.04E+08,20230920_7-7,12,11,3.84E+10,Pool B,2
DM_015,Adametz collection,20230217,E 855,Sus domesticus,"Sumadija-Schwein; serbische Landrasse (ausgestorben); Adametz-Smlg., Inv. Nr. E 855, maennl. Ad. ",male?,adult?,<1940,Serbia?,,,,white-beige,,20230816,0.021,FALSE,26.3,20230824,20,1.72E+08,20230920_7-7,12,11,2.71E+10,Pool B,3
DM_016,Adametz collection,20230217,A 491,Sus domesticus,Haengebauchschwein ,male,,<1940,,,,,white-beige,,20230809,0.016,FALSE,7.27,20230815,20,5.98E+08,20230907,12,11,7.44E+10,Pool A,3
DM_017,Adametz collection,20230217,E 507,Sus domesticus,Syrm; Mangaliza; blond ,female,,<1940,,,,,white-beige,,20230809,0.012,FALSE,7.33,20230815,20,3.46E+08,20230907,12,11,1.73E+08,Pool D,5
DM_018,Adametz collection,20230217,E 514,Sus domesticus,Syrm; Mangaliza; blond ,female,,<1940,,,,,white-beige,,20230809,0.033,FALSE,24.7,20230815,20,2.44E+04,20230920_remainder,12,14,5.93E+06,,
DM_019,Adametz collection,20230221,E 753,Sus domesticus,Galz. Landschw. ,,,<1940,,,,,white on some teeth darker on others,,20230828,0.011,FALSE,6.36,20230830,20,1.45E+08,20230920_7-7,12,11,3.54E+10,Pool B,2
DM_020,Adametz collection,20230221,E 517,Sus domesticus,Bagun ,,,<1940,,,,,white on some teeth darker on others,,20230809,0.01,FALSE,15.6,20230815,20,1.50E+08,20230907,12,11,3.17E+10,Pool B,3
DM_021,Adametz collection,20230221,E 758,Sus domesticus, ,,,<1940,,,,,orange-brown,,20230828,0.011,FALSE,0.58,20230830,20,6.82E+07,20230920_7-7,12,11,1.69E+10,Pool B,3
DM_022,Adametz collection,20230221,E 216,Sus domesticus,Yorkshire ,female,,<1940,UK?,Yorkshire?,,,white on some teeth darker on others,,20230809,0.015,FALSE,19.3,20230815,20,3.41E+08,20230907,12,11,3.87E+10,Pool B,2
DM_026,Adametz collection,20230221,E 70,Equus caballus,Staten Fohlen; Pinzgauer R. ,,,<1940,,,,,,,20230808,0.025,FALSE,20.9,20230811,20,1.56E+09,20230904,12,11,1.02E+11,Pool A,2
DM_027,Adametz collection,20230221,E 946,Equus caballus,Pinzgauer ,,,<1940,,,,,,maybe insufficient?,20230808,0.015,FALSE,28.3,20230811,20,1.07E+09,20230904,12,11,3.78E+10,Pool B,2
DM_028,Adametz collection,20230221,E 947,Equus caballus,Pinzgauer; O.3; No. 5 ,,,<1940,,,,,,,20230808,0.014,FALSE,3.81,20230811,20,2.48E+09,20230904,12,11,8.98E+10,Pool A,3
DM_029,Adametz collection,20230221,E 91,Equus caballus,Anglonormanner; Conezie (?) ,female,,<1940,,,,,,,20230808,0.014,FALSE,1.36,20230811,20,2.97E+08,20230904,12,11,1.33E+11,Pool A,2
EB_1_1,,,,Extraction blank, ,,,,,,,,,,20230605,,FALSE,0.118,,,,,,,,,
EB_1_2,,,,Extraction blank, ,,,,,,,,,,20230605,,FALSE,0.051,,,,,,,,,
EB_10_1,,,,Extraction blank,,,,,,,,,,,20230703,,FALSE,0.095,,,,,,,,,
EB_10_2,,,,Extraction blank,,,,,,,,,,,20230703,,FALSE,0.152,20230706,20,2.52E+04,20230818,18,11,8.40E+09,Pool B,1
EB_11_1,,,,Extraction blank,,,,,,,,,,,20230707,,FALSE,0.065,20230712,20,1.59E+04,20230818,18,11,5.41E+08,Pool B,1
EB_11_2,,,,Extraction blank,,,,,,,,,,,20230707,,FALSE,too low,,,,,,,,,
EB_12_1,,,,Extraction blank,,,,,,,,,,,20230710,,FALSE,0.105,20230712,20,1.31E+04,20230818,18,11,4.02E+08,Pool B,1
EB_12_2,,,,Extraction blank,,,,,,,,,,,20230710,,FALSE,too low,,,,,,,,,
EB_13_1,,,,Extraction blank,,,,,,,,,,,20230713,,FALSE,too low,,,,,,,,,
EB_13_2,,,,Extraction blank,,,,,,,,,,,20230713,,FALSE,too low,20230719,20,6.60E+04,20230920_remainder,12,11,6.06E+08,Pool D,1
EB_14_1,,,,Extraction blank,,,,,,,,,,,20230717,,FALSE,too low,,,,,,,,,
EB_14_2,,,,Extraction blank,,,,,,,,,,,20230717,,FALSE,too low,20230809,20,1.71E+04,20230907,12,11,3.27E+08,Pool B,1
EB_15_1,,,,Extraction blank,,,,,,,,,,,20230719,,FALSE,too low,,,,,,,,,
EB_15_2,,,,Extraction blank,,,,,,,,,,,20230719,,FALSE,too low,20230721,20,1.13E+04,20230920_3-3,10,11,1.94E+10,Pool A,1
EB_16,,,,Extraction blank,,,,,,,,,,,20230723,,FALSE,too low,20230727,20,1.45E+04,20230905,12,11,1.05E+08,Pool D,1
EB_17_1,,,,Extraction blank,,,,,,,,,,,20230724,,FALSE,0.18,,,,,,,,,
EB_17_2,,,,Extraction blank,,,,,,,,,,,20230724,,FALSE,0.179,20230726,20,2.10E+03,20230905,12,11,1.13E+08,Pool D,1
EB_18_1,,,,Extraction blank,,,,,,,,,,,20230726,,FALSE,0.123,,20,,,,,,,
EB_18_2,,,,Extraction blank,,,,,,,,,,,20230726,,FALSE,0.054,20230801,20,2.89E+03,20230905,12,11,1.09E+08,Pool D,1
EB_19_1,,,,Extraction blank,,,,,,,,,,,20230801,,FALSE,too low,,,,,,,,,
EB_19_2,,,,Extraction blank,,,,,,,,,,,20230801,,FALSE,too low,20230810,20,1.03E+05,20230908,12,11,1.78E+10,Pool A,1
EB_2_1,,,,Extraction blank, ,,,,,,,,,,20230607,,FALSE,0.079,,,,,,,,,
EB_2_2,,,,Extraction blank, ,,,,,,,,,,20230607,,FALSE,0.074,20230612,20,1.89E+04,20230616,18,10,1.84E+07,Pool B,1
EB_20,,,,Extraction blank,,,,,,,,,,,20230803,,FALSE,too low,20230816,20,1.93E+04,20230908,12,11,1.00E+09,Pool C,1
EB_21,,,,Extraction blank,,,,,,,,,,,20230808,,FALSE,too low,20230811,20,1.31E+04,20230905,12,11,2.69E+09,Pool A,1
EB_22,,,,Extraction blank,,,,,,,,,,,20230809,,FALSE,too low,20230815,,8.78E+04,20230907,12,11,1.33E+08,Pool D,1
EB_23,,,,Extraction blank,,,,,,,,,,,20230814,,FALSE,0.28,20230821,20,5.43E+05,20230908,12,11,1.61E+09,Pool C,1
EB_24_1,,,,Extraction blank,,,,,,,,,,,20230816,,FALSE,0.143,,,,,,,,,
EB_24_2,,,,Extraction blank,,,,,,,,,,,20230816,,FALSE,0.076,20230824,20,5.10E+04,20230920_7-7,12,11,1.67E+08,Pool D,1
EB_25_1,,,,Extraction blank,,,,,,,,,,,20230828,,FALSE,too low,,,,,,,,,
EB_25_2,,,,Extraction blank,,,,,,,,,,,20230828,,FALSE,too low,20230830,20,1.46E+05,20230920_remainder,12,11,2.55E+08,Pool D,5
EB_26_1,,,,Extraction blank,,,,,,,,,,,20230830,,FALSE,too low,,,,,,,,,
EB_26_2,,,,Extraction blank,,,,,,,,,,,20230830,,FALSE,too low,20230906,20,2.97E+05,20230920_8-8,12,11,2.59E+07,Pool D,1
EB_27_1,,,,Extraction blank,,,,,,,,,,,20230831,,FALSE,too low,,,,,,,,,
EB_27_2,,,,Extraction blank,,,,,,,,,,,20230831,,FALSE,0.053,,,,,,,,,
EB_28,,,,Extraction blank,,,,,,,,,,,20230911,,FALSE,too low,20230912,20,4.13E+04,20230920_8-8,12,11,2.73E+07,Pool C,1
EB_29,,,,Extraction blank,,,,,,,,,,,20230912,,FALSE,0.123,20230914,20,3.47E+04,20230920_remainder,12,11,1.51E+08,Pool D,1
EB_3_1,,,,Extraction blank, ,,,,,,,,,,20230608,,FALSE,too low,,,,,,,,,
EB_3_2,,,,Extraction blank, ,,,,,,,,,,20230608,,FALSE,too low,,,,,,,,,
EB_4_1,,,,Extraction blank, ,,,,,,,,,,20230609,,FALSE,0.087,,,,,,,,,
EB_4_2,,,,Extraction blank, ,,,,,,,,,,20230609,,FALSE,too low,,,,,,,,,
EB_5_1,,,,Extraction blank, ,,,,,,,,,,20230613,,FALSE,0.12,,,,,,,,,
EB_5_2,,,,Extraction blank, ,,,,,,,,,,20230613,,FALSE,0.134,20230619,20,7.29E+03,20230622,18,11,5.34E+07,Pool D,1
EB_6_2,,,,Extraction blank, ,,,,,,,,,,20230614,,FALSE,0.08,20230620,20,1.87E+04,20230622,18,11,8.01E+07,Pool D,1
EB_7_1,,,,Extraction blank,,,,,,,,,,,20230626,,FALSE,0.126,20230628,20,4.86E+04,20230724,18,11,1.60E+07,Pool D,1
EB_7_2,,,,Extraction blank,,,,,,,,,,,20230626,,FALSE,too low,,,,,,,,,
EB_8_1,,,,Extraction blank,,,,,,,,,,,20230627,,FALSE,too low,,,,,,,,,
EB_8_2,,,,Extraction blank,,,,,,,,,,,20230627,,FALSE,0.187,20230629,20,5.67E+04,20230906,12,11,1.55E+09,Pool C,1
EB_9_1,,,,Extraction blank,,,,,,,,,,,20230629,,FALSE,too low,,,,,,,,,
EB_9_2,,,,Extraction blank,,,,,,,,,,,20230629,,FALSE,too low,20230704,20,2.50E+03,20230906,12,11,6.34E+07,Pool D,1
F_MS_011,NMS,20230120,Z.2025.13,Meles meles, ,,,,,,,,,,20230629,0.015,FALSE,53.2,20230704,20,3.84E+04,,,,,,
F_MS_018,NMS,20230120,Z.2025.14,Meles meles, ,,,,,,,,caries lower right molar,,20230629,0.018,FALSE,20.2,20230704,20,5.05E+04,,,,,,
F_MS_020,NMS,20230120,Z.1995.144,Meles meles, 3/155,male,,1995,,,Balerno,,,,20230629,0.013,FALSE,23.6,20230704,20,8.31E+04,,,,,,
F_MS_022,NMS,20230120,Z.1995.214,Meles meles,"Inverness museum 0281, Collector J. W. Lycett, Head-body length 630, Tail 110, HF (hind foot length) 100, weight 12.8 kg, NH 161 913 Badger 2/394",female,,1988,,,,, ,,20230629,0.014,FALSE,20.4,20230704,20,2.88E+04,,,,,,
F_MS_058,NMS,20230127,Z.2003.160.1061,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YR242",male,35 months ,1999,Scotland,St. Kilda,Hirta,,,,20230723,0.017,FALSE,7.73,20230727,20,1.96E+06,,,,,,
F_RM_040,RMCA,20230323,1989.024-M-0014,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1983,Congo (DR),,Tshopo,,,,20230629,0.017,FALSE,3.88,20230704,20,3.76E+04,,,,,,
F_RM_041,RMCA,20230323,1989.024-M-0012,Cephalophus silvicultor,Collector: Colyn ,female,M3P2,1982,Congo (DR),,Lubutu,,,,20230629,0.012,FALSE,1.61,20230704,20,5.11E+03,,,,,,
F_RM_042,RMCA,20230323,1989.024-M-0011,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1981,Congo (DR),,Lubutu,,,,20230629,0.011,FALSE,5.3,20230704,20,1.36E+04,,,,,,
F_RM_043,RMCA,20230323,4260,Cephalophus silvicultor,Collector: Christy ,male,M3,1914,Congo (DR),,Poko,,,,20230629,0.021,FALSE,1.17,20230704,20,6.74E+03,,,,,,
HM_001,NHM London,20230711,NHMUK ZD 1908.7.17.24,Muntiacus muntjak,Borneo British North Borneo,,,<1908,Malaysia,,,,,,20230724,0.01,FALSE,3.34,20230726,20,5.24E+07,20230905,12,11,1.66E+10,Pool B,3
HM_002,NHM London,20230711,NHMUK ZD 1903.4.16.1,Giraffa camelopardalis,near lake boringo,female,,1903,,,,,,,20230724,0.017,FALSE,12.1,20230726,20,5.58E+07,20230905,12,11,2.61E+09,Pool C,4
HM_003,NHM London,20230711,NHMUK ZD 1904.12.4.13,Cuniculus paca,Agouti Marcapata Peru Warsaw Mus,female,,1904,Peru,,,,,,20230724,0.004,FALSE,0.412,20230726,20,1.85E+07,20230905,12,11,4.61E+09,Pool C,4
HM_004,NHM London,20230711,NHMUK ZE 1939.1.21.127,Otaria flavescens,Discovery investigstions J. E. Hamilton Coll Falkland Is,male,,1939,Falkland Islands,,,,,,20230724,0.004,FALSE,0.871,20230726,20,1.41E+07,20230905,12,11,9.58E+08,Pool D,5
HM_006,NHM London,20230711,NHMUK ZE 1939.1.21.147,Otaria flavescens,Discovery investigstions J. E. Hamilton Coll Falkland Is,,,1939,,,,,,,20230724,0.004,FALSE,1.15,20230726,20,1.98E+08,20230905,12,11,3.40E+10,Pool B,2
HM_007,NHM London,20230711,NHMUK ZE 1949.3.17.47,Arctocephalus australis, ,,,,,,,,,,20230724,0.018,FALSE,0.52,20230726,20,1.77E+04,,,,,,
HM_008,NHM London,20230711,NHMUK ZD 1986.200,Acrocodia indica,Skin destroyed in 1873 Source: ZSL,,,<1873,Indonesia,Sumatra,,,,,20230724,0.014,FALSE,0.58,20230726,20,8.63E+04,20230920_remainder,12,14,2.31E+09,Pool C,4
HM_012,NHM London,20230711,NHMUK ZD 1913.10.24.61,Cuniculus paca, ,,,1913,Ecuador,Mindo,,,,,20230724,0.004,FALSE,0.398,20230726,20,7.35E+06,20230905,12,11,7.85E+09,Pool C,4
HM_014,NHM London,20230711,NHMUK ZD 1934.9.10.189,Cuniculus paca, ,,,1934,Ecuador,Mindo,,,,,20230724,0.005,FALSE,1.2,20230726,20,1.70E+05,20230905,12,11,4.04E+08,Pool D,5
HM_016,NHM London,20230731,NHMUK ZD 1949.675.a,Loxodonta africana,Perry collection,male,,<1949,Uganda,,,,,Can check with richard about exact year of Perry collection,20230830,0.004,FALSE,0.083,20230914,20,6.68E+05,20230920_remainder,12,14,3.65E+05,,
HM_017,NHM London,20230731,NHMUK ZD 1949.672.a,Loxodonta africana,Perry collection,female,,<1949,Uganda,,,,,,20230830,0.005,FALSE,0.064,20230914,20,3.46E+05,20230920_remainder,12,14,3.19E+07,Pool D,5
HM_019,NHM London,20230731,NHMUK ZD 1949.566,Loxodonta africana,Perry collection,,,<1949,Uganda,,,,,,20230830,0,FALSE,0.083,,,,,,,,,
HM_020,NHM London,20230731,NHMUK ZD 1949.680.a,Loxodonta africana,Perry collection,female,,<1949,Uganda,,,,,,20230830,0.004,FALSE,0.4,20230906,20,8.34E+07,20230920_7-7,12,11,4.05E+08,Pool D,5
HM_021,NHM London,20230731,NHMUK ZD 1949.691.a,Loxodonta africana,Perry collection,female,,<1949,Uganda,,,,,,20230911,0,FALSE,0.15,20230912,20,2.08E+06,20230920_8-8,12,11,6.19E+08,Pool D,5
HM_022,NHM London,20230731,NHMUK ZD 1949.528,Loxodonta africana,Perry collection,female,,<1949,Uganda,,,,,,20230911,0.004,FALSE,0.1,20230912,20,4.48E+06,20230920_8-8,12,11,4.88E+08,Pool D,5
HM_023,NHM London,20230731,NHMUK ZD 1949.530,Loxodonta africana,Perry collection,female,,<1949,Uganda,,,,,,20230911,0.006,FALSE,0.069,20230912,20,2.61E+06,20230920_8-8,12,11,3.40E+08,Pool D,5
HM_024,NHM London,20230731,NHMUK ZD 1949.683.a,Loxodonta africana,Perry collection,,,<1949,Uganda,,,,,,20230911,0,FALSE,0.055,20230912,20,8.34E+05,20230920_8-8,12,14,6.38E+08,Pool D,5
HM_025,NHM London,20230731,NHMUK ZD 1949.682.a,Loxodonta africana,Perry collection,,,<1949,Uganda,,,,,white/grey powder. More enamel/tooth in the mix?,20230911,0,FALSE,too low,,,,,,,,,
HM_026,NHM London,20230731,NHMUK ZD 1949.687.a,Loxodonta africana,Perry collection,,,<1949,Uganda,,,,,,20230911,0.016,FALSE,0.281,20230912,20,8.81E+06,20230920_8-8,12,11,7.42E+08,Pool D,5
HM_027,NHM London,20230731,NHMUK ZD 1949.686.a,Loxodonta africana,Perry collection,,,<1949,Uganda,,,,,,20230911,0.008,FALSE,0.062,20230912,20,1.10E+06,20230920_8-8,12,14,2.93E+07,Pool D,5
HM_028,NHM London,20230731,NHMUK ZD 1949.537,Loxodonta africana,Perry collection,male,,<1949,Uganda,,,,,,20230911,0.007,FALSE,1.5,20230912,20,8.13E+07,20230920_8-8,12,11,3.43E+08,Pool D,5
HM_029,NHM London,20230731,NHMUK ZD 1949.547,Loxodonta africana,Perry collection,male,,<1949,Uganda,,,,,,20230911,0.005,FALSE,0.172,20230912,20,4.07E+06,20230920_8-8,12,11,6.96E+07,Pool D,5
HM_030,NHM London,20230731,NHMUK ZD 1949.662.a,Loxodonta africana,Perry collection,male,,<1949,Uganda,,,,,,20230911,0.011,FALSE,0.243,20230912,20,1.78E+08,20230920_8-8,12,11,2.10E+09,Pool C,4
HM_031,NHM London,20230801,NHMUK ZD 1915.2.3.1,Hippopotamus amphibius,,,,<1915,Nigeria,Zanla province,,,,,20230830,0.004,FALSE,1.07,20230906,20,1.42E+08,20230920_7-7,12,11,5.33E+10,Pool A,3
HM_032,NHM London,20230801,NHMUK ZE 1961.8.9.84,Hippopotamus amphibius,"Pres national museum, bulawayo",female,,<1961,Northern Rhodesia,,,,,,20230830,0.01,FALSE,1.12,20230906,20,6.68E+06,20230920_7-7,12,11,8.31E+09,Pool C,4
HM_033,NHM London,20230801,NHMUK ZD 1916.8.8.1,Hippopotamus amphibius,,,,<1916,Portuguese east africa,,,,,,20230830,0.005,FALSE,0.505,20230906,20,4.62E+07,20230920_7-7,12,11,1.49E+10,Pool B,3
HM_034,NHM London,20230801,NHMUK ZD 1924.8.3.67,Hippopotamus amphibius,,male,,<1924,"Buswazi, Buganda",,,,,,20230830,0.012,FALSE,0.112,,,,,,,,,
HM_035,NHM London,20230801,NHMUK ZD 1887.12.29.2,Hippopotamus amphibius,,female,,<1887,Zanzibar,S. of Zanzibar,Kilwa Kisi-Wani,,,,20230830,0,FALSE,0.331,,,,,,,,,
HM_036,NHM London,20230801,NHMUK ZD 1925.9.5.1,Hippopotamus amphibius,Capt Dougls C fraser,male,,<1925,Nigeria,Ibie Benue River,,,,,20230911,0,FALSE,0.811,20230912,20,1.08E+08,20230920_8-8,12,11,9.89E+09,Pool C,4
HM_037,NHM London,20230801,NHMUK ZE 1947.7.2.1,Hippopotamus amphibius,Newton collection (check NHM library and archives),,,<1947,Ask Richard,,,,,,20230911,0.013,FALSE,23,20230912,20,1.77E+08,20230920_8-8,12,11,3.05E+09,Pool C,4
HM_039,NHM London,20230801,NHMUK ZD 1932.12.27.2,Hippopotamus amphibius,,,,1932,Nigeria,,,,,I think this is just dirt,20230830,0.016,FALSE,1.12,20230906,20,2.13E+08,20230920_7-7,12,11,6.31E+10,Pool A,3
HM_040,NHM London,20230801,NHMUK ZE 1962.2.14.13,Hippopotamus amphibius,,,,1961,S. Rhodesia,,,,,,20230830,0,FALSE,0.842,20230906,20,4.69E+07,20230920_8-8,12,11,2.32E+09,Pool C,4
HM_043,NHM London,20230801,NHMUK ZD 1931.6.1.11,Ovis ammon,C. SR. Geo Littledale Harold Littledate,,,1931,Mongolia,,Altai,,,,20230830,0.011,FALSE,0.639,20230906,20,4.35E+07,20230920_8-8,12,11,1.68E+09,Pool C,4
HM_044,NHM London,20230802,NHMUK ZD 1923.10.4.11,Macropus giganteus,,male,,1923,Australia,Queensland,,,,kangaroos seem to have reddish calculus under outer black plaque. Iron oxide in aussie soil? ,20230911,0.016,FALSE,8.34,20230912,20,8.46E+07,20230920_8-8,12,11,1.25E+06,,
HM_045,NHM London,20230802,NHMUK ZD 1908.8.8.135,Macropus giganteus,,,,1908,Australia,N. Queensland,,,,,20230911,0.005,FALSE,1.19,20230912,20,3.79E+06,20230920_8-8,12,11,4.92E+04,,
HM_046,NHM London,20230802,NHMUK ZD 1925.8.1.35,Macropus giganteus,Skull label is possibly incorrect (maybe M. rufus) mismatch with skin,male,,1925,Australia,N. Queensland,Prairie,,,,20230911,0.011,FALSE,1.31,20230912,10,2.26E+06,20230920_8-8,12,11,2.01E+04,,
HM_047,NHM London,20230802,NHMUK GERM 254.h,Macropus giganteus,Dubbi NSW,female,,<1875,Australia,New South Wales,Dubbi(?),,,,20230911,0.007,FALSE,3.59,20230912,20,1.20E+08,20230920_8-8,12,11,3.96E+04,,
HM_048,NHM London,20230802,NHMUK ZD 1926.3.11.65,Macropus giganteus,G.H. Wilkins,male,,1926,Australia,New South Wales,Dooroolong,,,,20230911,0.009,FALSE,5.91,20230912,20,8.38E+07,20230920_8-8,12,11,1.25E+09,Pool C,4
HM_049,NHM London,20230802,NHMUK ZD 1908.8.8.47,Macropus giganteus,Ingraham Stalker Forest. Skin labeled M agilis Skull labeled M giganteus,male,,1908,Australia,New South Wales,,,,,20230911,0.007,FALSE,0.708,20230912,20,6.41E+05,20230920_8-8,12,14,3.17E+09,Pool C,4
HM_050,NHM London,20230802,NHMUK ZD 1926.3.11.64,Macropus giganteus,GH Wilkins CC,male,,1926,Australia,New South Wales,Dorrigo,,,grey/white calculus/dirt,20230911,0,FALSE,0.72,20230912,20,1.75E+06,20230920_8-8,12,11,6.64E+07,Pool D,5
HM_051,NHM London,20230802,NHMUK ZD 1907.9.1.30,Macropus giganteus,"Label on skin reads M. giganteus ocydromus, yet ocydromus is not a synonym or subspecies of giganteus, but a synonym of fulginosus R.M. 22nd Dec 2004",male,,1907,Australia,Margaret R. SW Aus,,,,,20230911,0,FALSE,0.905,20230912,20,2.21E+06,20230920_8-8,12,11,1.47E+05,,
HM_052,NHM London,20230802,NHMUK ZD 1906.8.1.109,Macropus giganteus,Balstom(?) coll,female,,1906,Australia,Stockpool SW Aus S horridge,,,,,20230911,0,FALSE,0.646,20230912,20,2.11E+04,20230920_8-8,12,14,1.17E+05,,
HM_053,NHM London,20230802,NHMUK ZD 1906.8.1.106,Macropus giganteus,,female,,1906,Australia,King river SW Aus,,,,maybe not enough,20230911,0,FALSE,0.067,20230912,20,7.88E+05,20230920_8-8,12,14,1.19E+09,Pool C,4
HM_054,NHM London,20230802,NHMUK ZD 1846.4.4.11,Macropus giganteus,Gould,female,,1846,Australia,West australia,,,,maybe not enough; reddish deposit across jaw (dirt?),20230911,0,FALSE,0.071,20230912,20,1.00E+06,20230920_8-8,12,14,7.89E+08,Pool D,5
HM_056,NHM London,20230802,NHMUK ZD 1900.3.18.3,Giraffa camelopardalis,,,,1900,British east africa (kenya),Athi plains,,,,,20230912,0.016,FALSE,3.32,20230914,20,1.00E+06,20230920_8-8,12,14,8.90E+03,,
HM_057,NHM London,20230802,NHMUK ZD 1901.8.9.47,Giraffa camelopardalis,,,,1901,Kenya,Uasin Gishi plateau,,,,,20230912,0.015,FALSE,0.275,20230914,20,9.12E+05,20230920_8-8,12,14,1.63E+09,Pool C,4
HM_058,NHM London,20230802,NHMUK ZD 1919.11.12.24,Muntiacus muntjak,FM States Mus (P.) H.C.Robinson Col Kloss,male,,1919,Indonesia,Sumatra,Korinchi,,,,20230912,0.014,FALSE,1.87,20230914,20,2.64E+06,20230920_8-8,12,11,2.65E+09,Pool C,4
HM_059,NHM London,20230802,NHMUK ZD 1909.4.1.505,Muntiacus muntjak,HC Robinson,male,,1909,Indonesia,Bintang Is,Rhio Arch (Riau),,,,20230912,0.014,FALSE,2.85,20230914,20,1.38E+07,20230920_8-8,12,11,2.29E+09,Pool C,4
HM_060,NHM London,20230802,NHMUK ZD 1913.10.24.62,Cuniculus paca,O thomas P,male,,1913,Ecuador,Uinda,,,,very fine powder difficult to sample,20230912,0,FALSE,1.89,20230914,20,1.45E+07,20230920_8-8,12,11,1.34E+09,Pool C,4
HM_061,NHM London,20230802,NHMUK ZD 1913.10.24.59,Cuniculus paca,O thomas P,female,,1913,Ecuador,Uinda,,,,very fine powder difficult to sample,20230912,0,FALSE,0.643,20230914,20,4.83E+07,20230920_8-8,12,11,1.46E+09,Pool C,4
HM_062,NHM London,20230803,NHMUK ZD 1908.6.17.16,Cuniculus paca,Egg,male,,1908,Peru,Pozero(?),,,,very fine powder difficult to sample,20230912,0.005,FALSE,0.73,20230914,20,9.79E+07,20230920_8-8,12,11,4.83E+09,Pool C,4
HM_063,NHM London,20230803,NHMUK ZD 1934.9.10.188,Cuniculus paca,Stictomus taczanouskii L Söderström,male,,1934,Ecuador,Pichincha,,,,,20230912,0.006,FALSE,6.91,20230914,20,8.57E+07,20230920_8-8,12,11,6.88E+09,Pool C,2
HM_064,NHM London,20230803,NHMUK ZD 1900.7.7.56,Cuniculus paca,"PO Simmons, O Thomas",male,,1900,Peru,Perene,,,,very fine powder; not enough?,20230912,0,FALSE,0.769,20230914,20,2.23E+07,20230920_8-8,12,11,2.07E+09,Pool C,4
